latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
34.08408,-118.57808,344.86,0.43,0.38,2025-01-09,0930,N20,VIIRS,n,2,312.52,19.24,N,0
34.08348,-118.57362,350.38,0.43,0.38,2025-01-09,0930,N20,VIIRS,n,2,309.88,10.72,N,0
34.08288,-118.56909,313.1,0.43,0.38,2025-01-09,0930,N20,VIIRS,n,2,288.62,10.72,N,0
34.08227,-118.56444,300.73,0.43,0.38,2025-01-09,0930,N20,VIIRS,n,2,286.66,1.63,N,0
34.08305,-118.59729,328.23,0.43,0.38,2025-01-09,0930,N20,VIIRS,n,2,295.22,40.48,N,0
34.08244,-118.59264,327.67,0.43,0.38,2025-01-09,0930,N20,VIIRS,n,2,315.03,42.39,N,0
34.0806,-118.57863,341.66,0.43,0.38,2025-01-09,0930,N20,VIIRS,n,2,294.53,19.24,N,0
34.07942,-118.56976,336.08,0.43,0.38,2025-01-09,0930,N20,VIIRS,n,2,288.89,10.72,N,0
34.07882,-118.56517,323.99,0.43,0.38,2025-01-09,0930,N20,VIIRS,n,2,285.79,1.63,N,0
34.08182,-118.58794,301.78,0.43,0.38,2025-01-09,0930,N20,VIIRS,n,2,285.59,42.39,N,0
34.08121,-118.58327,298.64,0.43,0.38,2025-01-09,0930,N20,VIIRS,n,2,286.39,19.24,N,0
34.08001,-118.57423,305.06,0.43,0.38,2025-01-09,0930,N20,VIIRS,n,2,287.49,10.72,N,0
34.07819,-118.56045,311.29,0.43,0.38,2025-01-09,0930,N20,VIIRS,n,2,286.75,1.63,N,0
34.07756,-118.55563,303.52,0.43,0.38,2025-01-09,0930,N20,VIIRS,n,2,284.77,0.9,N,0
34.07694,-118.55084,307.1,0.43,0.38,2025-01-09,0930,N20,VIIRS,n,2,285.82,0.9,N,0
34.08461,-118.59483,340.11,0.43,0.38,2025-01-09,0930,N20,VIIRS,n,2,301.93,39.51,N,0
34.08397,-118.59014,341.63,0.43,0.38,2025-01-09,0930,N20,VIIRS,n,2,299.44,34.62,N,0
34.08334,-118.58547,342.7,0.43,0.38,2025-01-09,0930,N20,VIIRS,n,2,305.92,34.62,N,0
34.08272,-118.58089,353.34,0.43,0.38,2025-01-09,0930,N20,VIIRS,n,2,309.54,36.31,N,0
34.0821,-118.57637,349.41,0.43,0.38,2025-01-09,0930,N20,VIIRS,n,2,317.18,36.31,N,0
34.08151,-118.57198,335.74,0.43,0.38,2025-01-09,0930,N20,VIIRS,n,2,291.68,4.31,N,0
34.08089,-118.56741,332.49,0.43,0.38,2025-01-09,0930,N20,VIIRS,n,2,287.95,4.31,N,0
34.08026,-118.56274,323.92,0.43,0.38,2025-01-09,0930,N20,VIIRS,n,2,285.93,2.59,N,0
34.07895,-118.55311,305.93,0.43,0.38,2025-01-09,0930,N20,VIIRS,n,2,284.98,1.09,N,0
34.08116,-118.59558,329.18,0.43,0.38,2025-01-09,0930,N20,VIIRS,n,2,302.57,39.51,N,0
34.07616,-118.55874,337.57,0.43,0.38,2025-01-09,0930,N20,VIIRS,n,2,290.7,2.59,N,0
34.08053,-118.59093,305.15,0.43,0.38,2025-01-09,0930,N20,VIIRS,n,2,286.73,34.62,N,0
34.07804,-118.57256,298.97,0.43,0.38,2025-01-09,0930,N20,VIIRS,n,2,284.98,4.31,N,0
34.07743,-118.56809,310.65,0.43,0.38,2025-01-09,0930,N20,VIIRS,n,2,286.45,4.31,N,0
34.07681,-118.56352,296.97,0.43,0.38,2025-01-09,0930,N20,VIIRS,n,2,283.46,2.59,N,0
34.07486,-118.54919,301.36,0.43,0.38,2025-01-09,0930,N20,VIIRS,n,2,284.79,1.09,N,0
34.07336,-118.56423,334.81,0.43,0.38,2025-01-09,0930,N20,VIIRS,n,2,289.38,2.05,N,0
34.07769,-118.59625,306.06,0.43,0.38,2025-01-09,0930,N20,VIIRS,n,2,282.85,1.09,N,0
34.07273,-118.55957,303.03,0.43,0.38,2025-01-09,0930,N20,VIIRS,n,2,283.98,2.05,N,0
34.07207,-118.55476,302.44,0.43,0.38,2025-01-09,0930,N20,VIIRS,n,2,284.33,1.18,N,0
34.07143,-118.55003,308.9,0.43,0.38,2025-01-09,0930,N20,VIIRS,n,2,284.63,1.18,N,0
34.06989,-118.56483,313.14,0.43,0.38,2025-01-09,0930,N20,VIIRS,n,2,286.97,2.05,N,0
34.06927,-118.5603,307.53,0.43,0.38,2025-01-09,0930,N20,VIIRS,n,2,285.69,2.05,N,0
34.06863,-118.55556,314.7,0.43,0.38,2025-01-09,0930,N20,VIIRS,n,2,285.08,1.18,N,0
34.07311,-118.61501,329,0.43,0.38,2025-01-09,0930,N20,VIIRS,n,2,286.87,7.17,N,0
34.07251,-118.61053,346.14,0.43,0.38,2025-01-09,0930,N20,VIIRS,n,2,296.41,6.25,N,0
34.08057,-118.67043,310.14,0.43,0.38,2025-01-09,0930,N20,VIIRS,n,2,285.19,1.15,N,0
34.07863,-118.65598,302.14,0.43,0.38,2025-01-09,0930,N20,VIIRS,n,2,282.3,0.21,N,0
34.0713,-118.60166,318.32,0.43,0.38,2025-01-09,0930,N20,VIIRS,n,2,285.18,2.2,N,0
34.06783,-118.60225,330.11,0.43,0.38,2025-01-09,0930,N20,VIIRS,n,2,284.41,2.2,N,0
34.06112,-118.5525,328.25,0.43,0.38,2025-01-09,0930,N20,VIIRS,n,2,283.93,3.2,N,0
34.06049,-118.54789,324.03,0.43,0.38,2025-01-09,0930,N20,VIIRS,n,2,284.26,2.87,N,0
34.0771,-118.67105,300.92,0.43,0.38,2025-01-09,0930,N20,VIIRS,n,2,285.19,1.15,N,0
34.07643,-118.66614,303.11,0.43,0.38,2025-01-09,0930,N20,VIIRS,n,2,283.31,1.29,N,0
34.06904,-118.61121,297,0.43,0.38,2025-01-09,0930,N20,VIIRS,n,2,283.76,6.25,N,0
34.07431,-118.67686,344.92,0.43,0.38,2025-01-09,0930,N20,VIIRS,n,2,300.67,10.2,N,0
34.05706,-118.54875,325.84,0.43,0.38,2025-01-09,0930,N20,VIIRS,n,2,285.59,1.75,N,0
34.07363,-118.67181,318.59,0.43,0.38,2025-01-09,0930,N20,VIIRS,n,2,289.74,10.2,N,0
34.06807,-118.63042,299.73,0.43,0.38,2025-01-09,0930,N20,VIIRS,n,2,282.53,0.44,N,0
34.05644,-118.54417,296.66,0.43,0.38,2025-01-09,0930,N20,VIIRS,n,2,284.33,1.75,N,0
34.05398,-118.52601,305.68,0.42,0.38,2025-01-09,0930,N20,VIIRS,n,2,285.63,1.59,N,0
34.05336,-118.5214,308.83,0.42,0.38,2025-01-09,0930,N20,VIIRS,n,2,287.25,1.92,N,0
34.07084,-118.67753,338.61,0.43,0.38,2025-01-09,0930,N20,VIIRS,n,2,295.29,10.2,N,0
34.07017,-118.67254,327.48,0.43,0.38,2025-01-09,0930,N20,VIIRS,n,2,292.44,10.2,N,0
34.05054,-118.52677,320.44,0.42,0.38,2025-01-09,0930,N20,VIIRS,n,2,287.75,1.59,N,0
34.0493,-118.51759,320.44,0.42,0.38,2025-01-09,0930,N20,VIIRS,n,2,288.54,1.92,N,0
34.05239,-118.54042,299.94,0.42,0.38,2025-01-09,0930,N20,VIIRS,n,2,284.77,1.09,N,0
34.04992,-118.52216,318.96,0.42,0.38,2025-01-09,0930,N20,VIIRS,n,2,289.9,1.92,N,0
34.06736,-118.67815,328.78,0.43,0.38,2025-01-09,0930,N20,VIIRS,n,2,287.31,2.01,N,0
34.05017,-118.55029,327.58,0.43,0.38,2025-01-09,0930,N20,VIIRS,n,2,284.22,2.39,N,0
34.04956,-118.54576,320.35,0.43,0.38,2025-01-09,0930,N20,VIIRS,n,2,288.96,2.39,N,0
34.04894,-118.54121,326.68,0.42,0.38,2025-01-09,0930,N20,VIIRS,n,2,290.6,2.55,N,0
34.04709,-118.52751,326.31,0.42,0.38,2025-01-09,0930,N20,VIIRS,n,2,288.35,2.06,N,0
34.0667,-118.67324,299.06,0.43,0.38,2025-01-09,0930,N20,VIIRS,n,2,286.04,2.01,N,0
34.06607,-118.66856,297.25,0.43,0.38,2025-01-09,0930,N20,VIIRS,n,2,283.05,0.69,N,0
34.04833,-118.53666,315.64,0.42,0.38,2025-01-09,0930,N20,VIIRS,n,2,287.63,2.55,N,0
34.04647,-118.52292,306.45,0.42,0.38,2025-01-09,0930,N20,VIIRS,n,2,287.96,1.48,N,0
34.04585,-118.51836,318.43,0.42,0.38,2025-01-09,0930,N20,VIIRS,n,2,288.91,1.48,N,0
34.04611,-118.54654,329.1,0.43,0.38,2025-01-09,0930,N20,VIIRS,n,2,290.52,2.39,N,0
34.04488,-118.5374,333.64,0.42,0.38,2025-01-09,0930,N20,VIIRS,n,2,291.22,2.55,N,0
34.04364,-118.52821,324.6,0.42,0.38,2025-01-09,0930,N20,VIIRS,n,2,290.14,2.06,N,0
34.04673,-118.55112,309.06,0.43,0.38,2025-01-09,0930,N20,VIIRS,n,2,284.35,2.39,N,0
34.04549,-118.54196,311.36,0.42,0.38,2025-01-09,0930,N20,VIIRS,n,2,287.13,2.55,N,0
34.04426,-118.53281,301.11,0.42,0.38,2025-01-09,0930,N20,VIIRS,n,2,284.69,2.06,N,0
34.04302,-118.52364,316.85,0.42,0.38,2025-01-09,0930,N20,VIIRS,n,2,286.94,1.48,N,0
34.0424,-118.51908,302.69,0.42,0.38,2025-01-09,0930,N20,VIIRS,n,2,285.28,1.48,N,0
34.04329,-118.5519,346.31,0.43,0.38,2025-01-09,0930,N20,VIIRS,n,2,289.61,4.2,N,0
34.04267,-118.5473,327.42,0.43,0.38,2025-01-09,0930,N20,VIIRS,n,2,289.74,4.2,N,0
34.04452,-118.56104,300.52,0.43,0.38,2025-01-09,0930,N20,VIIRS,n,2,283.07,0.83,N,0
34.04205,-118.54272,309.73,0.42,0.38,2025-01-09,0930,N20,VIIRS,n,2,286.73,1.45,N,0
34.04144,-118.53819,314.6,0.42,0.38,2025-01-09,0930,N20,VIIRS,n,2,286.02,1.45,N,0
34.04082,-118.53356,301.39,0.42,0.38,2025-01-09,0930,N20,VIIRS,n,2,284.99,1.17,N,0
34.04019,-118.52893,314.74,0.42,0.38,2025-01-09,0930,N20,VIIRS,n,2,288.71,1.17,N,0
34.03957,-118.52433,308.54,0.42,0.38,2025-01-09,0930,N20,VIIRS,n,2,285.42,0.83,N,0
34.03896,-118.51977,303.57,0.42,0.38,2025-01-09,0930,N20,VIIRS,n,2,284.65,0.83,N,0
34.04107,-118.56178,296.95,0.43,0.38,2025-01-09,0930,N20,VIIRS,n,2,283.32,0.83,N,0
34.03984,-118.55269,299.68,0.43,0.38,2025-01-09,0930,N20,VIIRS,n,2,284.05,4.2,N,0
34.03737,-118.53432,299.31,0.42,0.38,2025-01-09,0930,N20,VIIRS,n,2,283.61,1.17,N,3
34.03674,-118.52967,313.72,0.42,0.38,2025-01-09,0930,N20,VIIRS,n,2,287.46,1.17,N,0
34.03612,-118.52506,302.04,0.42,0.38,2025-01-09,0930,N20,VIIRS,n,2,283.61,0.83,N,0
34.03551,-118.5205,297.49,0.42,0.38,2025-01-09,0930,N20,VIIRS,n,2,283.01,0.83,N,0
34.04335,-118.63179,328.79,0.43,0.38,2025-01-09,0930,N20,VIIRS,n,2,284.03,3.03,N,0
34.04177,-118.64661,303.7,0.43,0.38,2025-01-09,0930,N20,VIIRS,n,2,284.05,0.89,N,0
34.04115,-118.64193,305.09,0.43,0.38,2025-01-09,0930,N20,VIIRS,n,2,284.87,0.89,N,0
34.03869,-118.62357,297,0.43,0.38,2025-01-09,0930,N20,VIIRS,n,2,284.31,0.74,N,0
34.03955,-118.65668,295.51,0.43,0.38,2025-01-09,0930,N20,VIIRS,n,2,283.2,0.63,N,0
34.03894,-118.65207,298.93,0.43,0.38,2025-01-09,0930,N20,VIIRS,n,2,283.29,0.63,N,0
34.03832,-118.64745,299.25,0.43,0.38,2025-01-09,0930,N20,VIIRS,n,2,283.64,0.89,N,0
34.03771,-118.64286,307.98,0.43,0.38,2025-01-09,0930,N20,VIIRS,n,2,285.98,0.89,N,0
33.85281,-118.33523,295.99,0.42,0.37,2025-01-09,0930,N20,VIIRS,n,2,284.72,1.1,N,2
33.8522,-118.33072,298.97,0.42,0.37,2025-01-09,0930,N20,VIIRS,n,2,285.9,1.1,N,2
33.81953,-118.24522,299.28,0.42,0.37,2025-01-09,0930,N20,VIIRS,n,2,284.15,1.08,N,2
33.81968,-118.24335,300.71,0.41,0.37,2025-01-09,0930,N20,VIIRS,n,2,285.64,1.39,N,2
33.71657,-117.70906,298.99,0.4,0.37,2025-01-09,0930,N20,VIIRS,n,2,279.58,0.59,N,2
33.77682,-118.2381,296.32,0.41,0.37,2025-01-09,0930,N20,VIIRS,n,2,283.2,0.56,N,0
33.61424,-117.82512,311.56,0.4,0.37,2025-01-09,0930,N20,VIIRS,n,2,279.69,1.16,N,2
33.49338,-117.61844,304.11,0.4,0.37,2025-01-09,0930,N20,VIIRS,n,2,278.8,0.9,N,2
34.07008,-118.59904,334.58,0.39,0.36,2025-01-09,2049,N20,VIIRS,n,2,293.53,3.46,D,0
34.08625,-118.52049,337.58,0.39,0.36,2025-01-09,2049,N20,VIIRS,n,2,306.58,4.75,D,0
34.07204,-118.60806,339.85,0.39,0.36,2025-01-09,2049,N20,VIIRS,n,2,295.64,3.53,D,0
34.06656,-118.64172,330.64,0.39,0.36,2025-01-09,2049,N20,VIIRS,n,2,296.59,1.47,D,0
34.09023,-118.51701,331.37,0.39,0.36,2025-01-09,2049,N20,VIIRS,n,2,296.87,22.97,D,0
34.07534,-118.60886,329.84,0.39,0.36,2025-01-09,2049,N20,VIIRS,n,2,292.47,2.92,D,0
34.07467,-118.61295,350.55,0.39,0.36,2025-01-09,2049,N20,VIIRS,n,2,306.36,8.53,D,0
34.06371,-118.68018,346.37,0.39,0.36,2025-01-09,2049,N20,VIIRS,n,2,302.41,18.57,D,0
34.09217,-118.52617,327.96,0.39,0.36,2025-01-09,2049,N20,VIIRS,l,2,298.78,60.86,D,0
34.0847,-118.57227,348.7,0.39,0.36,2025-01-09,2049,N20,VIIRS,n,2,306.68,7.57,D,0
34.08403,-118.5764,349.91,0.39,0.36,2025-01-09,2049,N20,VIIRS,n,2,306.79,7.57,D,0
34.08336,-118.58053,350.39,0.39,0.36,2025-01-09,2049,N20,VIIRS,n,2,320.01,19.51,D,0
34.082,-118.58893,327.74,0.39,0.36,2025-01-09,2049,N20,VIIRS,n,2,297.24,4.18,D,0
34.08131,-118.59316,347.99,0.39,0.36,2025-01-09,2049,N20,VIIRS,n,2,301.17,4.18,D,0
34.08063,-118.59736,328.79,0.39,0.36,2025-01-09,2049,N20,VIIRS,n,2,295.56,4.42,D,0
34.06771,-118.67673,348.16,0.39,0.36,2025-01-09,2049,N20,VIIRS,n,2,309.16,10.53,D,0
34.08666,-118.58132,367,0.39,0.36,2025-01-09,2049,N20,VIIRS,h,2,359.35,70.64,D,0
34.08393,-118.59811,367,0.39,0.36,2025-01-09,2049,N20,VIIRS,h,2,329.45,108.62,D,0
34.09616,-118.52271,344.34,0.39,0.36,2025-01-09,2049,N20,VIIRS,l,2,314.4,34.85,D,0
34.09547,-118.52691,339.11,0.39,0.36,2025-01-09,2049,N20,VIIRS,n,2,302.23,34.85,D,0
34.0948,-118.53107,337.05,0.39,0.36,2025-01-09,2049,N20,VIIRS,l,2,307.99,5.67,D,0
34.0928,-118.54343,333,0.39,0.36,2025-01-09,2049,N20,VIIRS,n,2,301.55,8.7,D,0
34.09213,-118.54756,331.36,0.39,0.36,2025-01-09,2049,N20,VIIRS,n,2,299.07,26.78,D,0
34.09145,-118.55176,337.36,0.39,0.36,2025-01-09,2049,N20,VIIRS,n,2,302.18,26.78,D,0
34.08733,-118.57716,340.01,0.39,0.36,2025-01-09,2049,N20,VIIRS,n,2,298.51,7.09,D,0
34.08462,-118.5939,341.82,0.39,0.36,2025-01-09,2049,N20,VIIRS,n,2,295.64,39.42,D,0
34.07171,-118.67323,332.53,0.39,0.36,2025-01-09,2049,N20,VIIRS,n,2,300.13,21.59,D,0
34.0853,-118.58967,367,0.39,0.36,2025-01-09,2049,N20,VIIRS,l,2,327.75,39.42,D,0
34.09476,-118.55251,367,0.39,0.36,2025-01-09,2049,N20,VIIRS,h,2,360.09,26.78,D,0
34.0981,-118.53183,351.48,0.39,0.36,2025-01-09,2049,N20,VIIRS,n,2,319.3,5.67,D,0
34.09743,-118.53594,341.44,0.39,0.36,2025-01-09,2049,N20,VIIRS,n,2,308.24,5.67,D,0
34.09677,-118.54006,330.51,0.39,0.36,2025-01-09,2049,N20,VIIRS,l,2,302.51,8.7,D,0
34.09611,-118.54416,355.53,0.39,0.36,2025-01-09,2049,N20,VIIRS,n,2,324.58,8.7,D,0
34.09543,-118.54832,353.87,0.39,0.36,2025-01-09,2049,N20,VIIRS,n,2,324.61,26.78,D,0
34.08996,-118.58205,356.01,0.39,0.36,2025-01-09,2049,N20,VIIRS,n,2,303.1,70.64,D,0
34.08929,-118.58622,347.02,0.39,0.36,2025-01-09,2049,N20,VIIRS,n,2,311.2,70.64,D,0
34.08792,-118.59465,331.83,0.39,0.36,2025-01-09,2049,N20,VIIRS,n,2,293.13,39.42,D,0
34.075,-118.67403,346.6,0.39,0.36,2025-01-09,2049,N20,VIIRS,n,2,302.72,21.59,D,0
34.09877,-118.52765,350.86,0.39,0.36,2025-01-09,2049,N20,VIIRS,l,2,333.45,34.85,D,0
34.10275,-118.52422,367,0.39,0.36,2025-01-09,2049,N20,VIIRS,h,2,346.67,183.05,D,0
34.10208,-118.52841,367,0.39,0.36,2025-01-09,2049,N20,VIIRS,h,2,356.17,183.05,D,0
34.10141,-118.53254,367,0.39,0.36,2025-01-09,2049,N20,VIIRS,h,2,365.14,50.76,D,0
34.09874,-118.54906,367,0.39,0.36,2025-01-09,2049,N20,VIIRS,h,2,358.44,156.3,D,0
34.09737,-118.55748,367,0.39,0.36,2025-01-09,2049,N20,VIIRS,h,2,337.88,117.2,D,0
34.10074,-118.53665,355.94,0.39,0.36,2025-01-09,2049,N20,VIIRS,n,2,320.04,50.76,D,0
34.10008,-118.54077,350.09,0.39,0.36,2025-01-09,2049,N20,VIIRS,n,2,314.58,113.64,D,0
34.09941,-118.54491,367,0.39,0.36,2025-01-09,2049,N20,VIIRS,l,2,337.56,113.64,D,0
34.09806,-118.55325,367,0.39,0.36,2025-01-09,2049,N20,VIIRS,l,2,378.1,156.3,D,0
34.10338,-118.5415,367,0.39,0.36,2025-01-09,2049,N20,VIIRS,h,2,351.07,113.64,D,0
34.10204,-118.54982,367,0.39,0.36,2025-01-09,2049,N20,VIIRS,h,2,360.06,156.3,D,0
34.10136,-118.554,367,0.39,0.36,2025-01-09,2049,N20,VIIRS,h,2,362.42,156.3,D,0
34.10471,-118.53326,331.7,0.39,0.36,2025-01-09,2049,N20,VIIRS,n,2,292.57,50.76,D,0
34.10405,-118.53736,354.43,0.39,0.36,2025-01-09,2049,N20,VIIRS,n,2,312.98,50.76,D,0
34.10271,-118.54564,367,0.39,0.36,2025-01-09,2049,N20,VIIRS,l,2,371.31,113.64,D,0
34.10068,-118.55822,309.43,0.39,0.36,2025-01-09,2049,N20,VIIRS,l,2,309.62,117.2,D,0
34.10734,-118.53816,330.96,0.39,0.36,2025-01-09,2049,N20,VIIRS,n,2,292.86,11.65,D,0
34.10667,-118.54229,342.7,0.39,0.36,2025-01-09,2049,N20,VIIRS,n,2,301.28,30.25,D,0
34.106,-118.54643,342.09,0.39,0.36,2025-01-09,2049,N20,VIIRS,n,2,298.78,30.25,D,0
34.20272,-118.0681,351.16,0.39,0.36,2025-01-09,2049,N20,VIIRS,n,2,290.61,11.33,D,0
34.20206,-118.07229,345.32,0.39,0.36,2025-01-09,2049,N20,VIIRS,n,2,288.98,7.87,D,0
34.20666,-118.0646,351.05,0.39,0.36,2025-01-09,2049,N20,VIIRS,n,2,291.16,11.33,D,0
34.206,-118.06882,355.06,0.39,0.36,2025-01-09,2049,N20,VIIRS,n,2,301.26,11.33,D,0
34.20534,-118.07301,355.82,0.39,0.36,2025-01-09,2049,N20,VIIRS,n,2,293.46,7.87,D,0
34.20468,-118.07722,350.34,0.39,0.36,2025-01-09,2049,N20,VIIRS,n,2,289.67,7.87,D,0
34.20928,-118.06955,367,0.39,0.36,2025-01-09,2049,N20,VIIRS,h,2,293.16,73.04,D,0
34.20862,-118.07377,367,0.39,0.36,2025-01-09,2049,N20,VIIRS,h,2,295.44,27.54,D,0
34.21059,-118.06114,340.77,0.39,0.36,2025-01-09,2049,N20,VIIRS,n,2,293.66,22.09,D,0
34.20994,-118.06532,355.56,0.39,0.36,2025-01-09,2049,N20,VIIRS,n,2,290.33,73.04,D,0
34.20796,-118.07797,351.74,0.39,0.36,2025-01-09,2049,N20,VIIRS,n,2,312.81,27.54,D,0
34.2073,-118.08217,351.16,0.39,0.36,2025-01-09,2049,N20,VIIRS,n,2,293.97,6.58,D,0
34.21256,-118.07028,367,0.39,0.36,2025-01-09,2049,N20,VIIRS,h,2,330.82,73.04,D,0
34.21124,-118.07874,367,0.39,0.36,2025-01-09,2049,N20,VIIRS,h,2,300.9,27.54,D,0
34.21387,-118.06185,352.58,0.39,0.36,2025-01-09,2049,N20,VIIRS,n,2,291.85,22.09,D,0
34.21189,-118.0745,340.16,0.39,0.36,2025-01-09,2049,N20,VIIRS,n,2,309.77,27.54,D,0
34.21058,-118.08292,344.27,0.39,0.36,2025-01-09,2049,N20,VIIRS,n,2,295.11,6.58,D,0
34.21322,-118.06605,290.59,0.39,0.36,2025-01-09,2049,N20,VIIRS,l,2,318.82,73.04,D,0
34.21716,-118.06255,339.34,0.39,0.36,2025-01-09,2049,N20,VIIRS,n,2,308.89,162.38,D,0
34.21518,-118.07524,350.17,0.39,0.36,2025-01-09,2049,N20,VIIRS,n,2,303.31,18.68,D,0
34.21452,-118.07948,342.01,0.39,0.36,2025-01-09,2049,N20,VIIRS,n,2,296.35,18.68,D,0
34.21386,-118.08364,342.58,0.39,0.36,2025-01-09,2049,N20,VIIRS,n,2,294.59,7.8,D,0
34.2165,-118.06677,367,0.39,0.36,2025-01-09,2049,N20,VIIRS,l,2,359.19,0,D,0
34.21584,-118.07101,367,0.39,0.36,2025-01-09,2049,N20,VIIRS,l,2,359.23,0,D,0
34.22043,-118.06328,367,0.39,0.36,2025-01-09,2049,N20,VIIRS,h,2,342.29,162.38,D,0
34.21912,-118.07172,367,0.39,0.36,2025-01-09,2049,N20,VIIRS,h,2,339.94,0,D,0
34.21846,-118.07595,352.92,0.39,0.36,2025-01-09,2049,N20,VIIRS,n,2,309,18.68,D,0
34.2178,-118.08018,356.35,0.39,0.36,2025-01-09,2049,N20,VIIRS,n,2,304.67,18.68,D,0
34.21715,-118.08435,350.91,0.39,0.36,2025-01-09,2049,N20,VIIRS,n,2,301.04,7.8,D,0
34.2165,-118.08849,335.6,0.39,0.36,2025-01-09,2049,N20,VIIRS,n,2,293.62,7.8,D,0
34.21585,-118.09258,334.75,0.39,0.36,2025-01-09,2049,N20,VIIRS,n,2,293.09,7.25,D,0
34.21977,-118.06748,367,0.39,0.36,2025-01-09,2049,N20,VIIRS,l,2,369.18,0,D,0
34.22306,-118.06819,367,0.39,0.36,2025-01-09,2049,N20,VIIRS,h,2,346.39,65.54,D,0
34.21784,-118.10151,367,0.39,0.36,2025-01-09,2049,N20,VIIRS,h,2,300.66,7.17,D,0
34.22108,-118.08087,351.81,0.39,0.36,2025-01-09,2049,N20,VIIRS,n,2,309.54,45.3,D,0
34.22043,-118.08507,352.08,0.39,0.36,2025-01-09,2049,N20,VIIRS,n,2,302.64,8.79,D,0
34.21978,-118.0892,337.89,0.39,0.36,2025-01-09,2049,N20,VIIRS,n,2,294.11,8.79,D,0
34.21913,-118.0933,339.61,0.39,0.36,2025-01-09,2049,N20,VIIRS,n,2,296.12,7.18,D,0
34.21849,-118.09739,353.67,0.39,0.36,2025-01-09,2049,N20,VIIRS,n,2,300.55,7.18,D,0
34.21719,-118.10564,339.42,0.39,0.36,2025-01-09,2049,N20,VIIRS,n,2,296.84,7.17,D,0
34.22371,-118.064,367,0.39,0.36,2025-01-09,2049,N20,VIIRS,l,2,325.78,59.91,D,0
34.2224,-118.07243,367,0.39,0.36,2025-01-09,2049,N20,VIIRS,l,2,327.17,65.54,D,0
34.22371,-118.08575,367,0.39,0.36,2025-01-09,2049,N20,VIIRS,h,2,301.07,8.79,D,0
34.22306,-118.08989,367,0.39,0.36,2025-01-09,2049,N20,VIIRS,h,2,299.03,8.79,D,0
34.22502,-118.07736,350.33,0.39,0.36,2025-01-09,2049,N20,VIIRS,n,2,310.62,45.3,D,0
34.22437,-118.08155,354.56,0.39,0.36,2025-01-09,2049,N20,VIIRS,n,2,304.24,45.3,D,0
34.22241,-118.09401,342.25,0.39,0.36,2025-01-09,2049,N20,VIIRS,n,2,297.54,7.18,D,0
34.22176,-118.0981,349.85,0.39,0.36,2025-01-09,2049,N20,VIIRS,n,2,303.27,7.18,D,0
34.22112,-118.10221,354.32,0.39,0.36,2025-01-09,2049,N20,VIIRS,n,2,305.35,7.17,D,0
34.22047,-118.10633,356.17,0.39,0.36,2025-01-09,2049,N20,VIIRS,n,2,302.41,7.17,D,0
34.21981,-118.11051,348,0.39,0.36,2025-01-09,2049,N20,VIIRS,n,2,302.91,4.75,D,0
34.22634,-118.06889,367,0.39,0.36,2025-01-09,2049,N20,VIIRS,l,2,335,65.54,D,0
34.22568,-118.07313,367,0.39,0.36,2025-01-09,2049,N20,VIIRS,l,2,332.23,65.54,D,0
34.22375,-118.10703,367,0.39,0.36,2025-01-09,2049,N20,VIIRS,h,2,308.6,20.78,D,0
34.22962,-118.06961,344.57,0.39,0.36,2025-01-09,2049,N20,VIIRS,n,2,316.89,30.56,D,0
34.22831,-118.07804,350.96,0.39,0.36,2025-01-09,2049,N20,VIIRS,n,2,314.43,37.43,D,0
34.22765,-118.08224,356.14,0.39,0.36,2025-01-09,2049,N20,VIIRS,n,2,302.32,37.43,D,0
34.227,-118.08643,356.12,0.39,0.36,2025-01-09,2049,N20,VIIRS,n,2,301.97,21.6,D,0
34.22635,-118.09057,349.67,0.39,0.36,2025-01-09,2049,N20,VIIRS,n,2,309.97,21.6,D,0
34.2257,-118.0947,344.56,0.39,0.36,2025-01-09,2049,N20,VIIRS,n,2,294.82,5.4,D,0
34.22505,-118.09879,330.02,0.39,0.36,2025-01-09,2049,N20,VIIRS,n,2,289.61,5.4,D,0
34.2244,-118.10289,328.58,0.39,0.36,2025-01-09,2049,N20,VIIRS,n,2,300.23,20.78,D,0
34.22309,-118.11121,355.14,0.39,0.36,2025-01-09,2049,N20,VIIRS,n,2,303.24,43.74,D,0
34.22244,-118.11539,334.62,0.39,0.36,2025-01-09,2049,N20,VIIRS,n,2,297.22,43.74,D,0
34.21651,-118.15328,336.99,0.39,0.36,2025-01-09,2049,N20,VIIRS,n,2,295.6,2.86,D,0
34.22896,-118.07381,367,0.39,0.36,2025-01-09,2049,N20,VIIRS,l,2,327.16,30.56,D,0
34.22638,-118.11192,367,0.39,0.36,2025-01-09,2049,N20,VIIRS,h,2,343.83,43.74,D,0
34.23224,-118.07457,347.01,0.39,0.36,2025-01-09,2049,N20,VIIRS,n,2,302.49,30.56,D,0
34.23093,-118.08293,353.02,0.39,0.36,2025-01-09,2049,N20,VIIRS,n,2,305.88,37.43,D,0
34.23028,-118.0871,354.28,0.39,0.36,2025-01-09,2049,N20,VIIRS,n,2,308,21.6,D,0
34.22963,-118.09124,332.82,0.39,0.36,2025-01-09,2049,N20,VIIRS,n,2,298.57,21.6,D,0
34.22769,-118.10356,346.05,0.39,0.36,2025-01-09,2049,N20,VIIRS,n,2,302.37,20.78,D,0
